"iteration","ASC1","BTime","BCost"
5001,1.002697389,-0.1329186614,-0.6282255907
5002,0.9975520997,-0.1360155604,-0.6358648711
5003,0.9922726699,-0.1397102385,-0.6459459035
5004,1.000333498,-0.1398642955,-0.6531817022
5005,1.000333498,-0.1398642955,-0.6531817022
5006,1.003618133,-0.1408758404,-0.6592865093
5007,1.003618133,-0.1408758404,-0.6592865093
5008,1.008117678,-0.1406451145,-0.6633097897
5009,1.008117678,-0.1406451145,-0.6633097897
5010,1.008117678,-0.1406451145,-0.6633097897
5011,1.016654507,-0.1391032461,-0.6549271653
5012,1.026511443,-0.1376630993,-0.6438649322
5013,1.026199368,-0.1410059673,-0.6437530306
5014,1.031805437,-0.1405590945,-0.6377165353
5015,1.031805437,-0.1405590945,-0.6377165353
5016,1.031805437,-0.1405590945,-0.6377165353
5017,1.031805437,-0.1405590945,-0.6377165353
5018,1.031805437,-0.1405590945,-0.6377165353
5019,1.031805437,-0.1405590945,-0.6377165353
5020,1.031805437,-0.1405590945,-0.6377165353
5021,1.031805437,-0.1405590945,-0.6377165353
5022,1.031805437,-0.1405590945,-0.6377165353
5023,1.031805437,-0.1405590945,-0.6377165353
5024,1.031805437,-0.1405590945,-0.6377165353
5025,1.028635126,-0.13611847,-0.6352537539
5026,1.033653048,-0.1396661308,-0.6390508289
5027,1.033653048,-0.1396661308,-0.6390508289
5028,1.033653048,-0.1396661308,-0.6390508289
5029,1.033653048,-0.1396661308,-0.6390508289
5030,1.033653048,-0.1396661308,-0.6390508289
5031,1.033653048,-0.1396661308,-0.6390508289
5032,1.033653048,-0.1396661308,-0.6390508289
5033,1.025178844,-0.1408660419,-0.640877622
5034,1.025178844,-0.1408660419,-0.640877622
5035,1.025178844,-0.1408660419,-0.640877622
5036,1.024596356,-0.1406699307,-0.6433764992
5037,1.024596356,-0.1406699307,-0.6433764992
5038,1.018998089,-0.1390124132,-0.6491074918
5039,1.015517392,-0.1405062819,-0.6515435043
5040,1.015517392,-0.1405062819,-0.6515435043
5041,1.015517392,-0.1405062819,-0.6515435043
5042,1.015517392,-0.1405062819,-0.6515435043
5043,1.016529272,-0.1418376475,-0.6590274567
5044,1.016529272,-0.1418376475,-0.6590274567
5045,1.016529272,-0.1418376475,-0.6590274567
5046,1.016529272,-0.1418376475,-0.6590274567
5047,1.016529272,-0.1418376475,-0.6590274567
5048,1.016529272,-0.1418376475,-0.6590274567
5049,1.005562162,-0.1398445002,-0.6533697126
5050,1.005562162,-0.1398445002,-0.6533697126
5051,0.9995502714,-0.142348194,-0.6602717494
5052,0.9995502714,-0.142348194,-0.6602717494
5053,1.001489529,-0.1431369564,-0.6715924636
5054,1.008426938,-0.1418514805,-0.6746542145
5055,1.00463969,-0.1415288092,-0.6695876089
5056,1.00463969,-0.1415288092,-0.6695876089
5057,1.00463969,-0.1415288092,-0.6695876089
5058,1.00463969,-0.1415288092,-0.6695876089
5059,1.00463969,-0.1415288092,-0.6695876089
5060,0.9998951555,-0.1448025193,-0.6708615703
5061,0.9975316335,-0.1441995897,-0.6704286781
5062,0.9975316335,-0.1441995897,-0.6704286781
5063,0.9975316335,-0.1441995897,-0.6704286781
5064,0.9975316335,-0.1441995897,-0.6704286781
5065,0.9975316335,-0.1441995897,-0.6704286781
5066,0.9971616771,-0.1443550916,-0.679591673
5067,0.9971616771,-0.1443550916,-0.679591673
5068,0.9971616771,-0.1443550916,-0.679591673
5069,0.9971616771,-0.1443550916,-0.679591673
5070,1.002617919,-0.1407781686,-0.6693668945
5071,1.014573275,-0.1436765777,-0.6675085222
5072,1.013889024,-0.1442251896,-0.6732375781
5073,1.013889024,-0.1442251896,-0.6732375781
5074,1.013889024,-0.1442251896,-0.6732375781
5075,1.013889024,-0.1442251896,-0.6732375781
5076,1.013889024,-0.1442251896,-0.6732375781
5077,1.013889024,-0.1442251896,-0.6732375781
5078,1.013889024,-0.1442251896,-0.6732375781
5079,1.004628459,-0.1418271275,-0.6727648069
5080,1.004628459,-0.1418271275,-0.6727648069
5081,1.004628459,-0.1418271275,-0.6727648069
5082,1.004628459,-0.1418271275,-0.6727648069
5083,1.012524159,-0.1459870471,-0.6665738655
5084,1.012524159,-0.1459870471,-0.6665738655
5085,1.002411275,-0.1427024198,-0.6642989501
5086,1.002411275,-0.1427024198,-0.6642989501
5087,1.002411275,-0.1427024198,-0.6642989501
5088,1.002411275,-0.1427024198,-0.6642989501
5089,1.002411275,-0.1427024198,-0.6642989501
5090,0.9965445742,-0.1431069687,-0.6635463481
5091,0.9965445742,-0.1431069687,-0.6635463481
5092,1.006122242,-0.1402804098,-0.65961497
5093,1.001517314,-0.1411496124,-0.6689072794
5094,1.001517314,-0.1411496124,-0.6689072794
