"Respondent","wtp1","price"
1,0.7999346963,0.3480056326
2,0.7822262121,0.3464582194
3,0.7725212749,0.3287929916
4,0.8459792631,0.3259381033
5,0.791698671,0.3509442723
6,0.8226854242,0.3082644348
7,0.7841111718,0.3409349586
8,0.798542648,0.3388652216
9,0.7709969963,0.343463745
10,0.7649448232,0.3586473059
11,0.7492062332,0.3271343178
12,0.7755869036,0.3140555894
13,0.7685371682,0.3239459524
14,0.8160836731,0.3328290359
15,0.75760382,0.335126169
16,0.7703212834,0.3078591025
17,0.7933352152,0.3446634457
18,0.7683429503,0.3446639602
19,0.852718238,0.3007208715
20,0.7605245856,0.3410381214
21,0.7625362548,0.334734049
22,0.7685491542,0.3367877518
23,0.793708622,0.3406147154
24,0.7791605601,0.3376628117
25,0.7566808076,0.3543117333
26,0.7963851375,0.2966304405
27,0.7935060365,0.3003689354
28,0.7855002213,0.3155207239
29,0.8091928695,0.3370464468
30,0.7914675303,0.3170375137
31,0.7331420866,0.3407651826
32,0.7976099134,0.3766240496
33,0.7719102913,0.3429165819
34,0.7347971587,0.3293351064
35,0.7965832952,0.3357305632
36,0.7584575573,0.3000916593
37,0.7865282667,0.3113305345
38,0.7422241449,0.3326025335
39,0.7480599708,0.3591479882
40,0.7950729083,0.3261393958
41,0.763451732,0.3103935967
42,0.7539539351,0.3374115148
43,0.7807499706,0.3183626138
44,0.7996461908,0.3446146291
45,0.7498744583,0.3261055437
46,0.7609276296,0.3215916551
47,0.7677694865,0.3441149953
48,0.753233087,0.3412419696
49,0.7888887094,0.3288419194
50,0.7838936636,0.3546184617
51,0.7833639786,0.3352450656
52,0.7933261629,0.3312765188
53,0.7794197884,0.336628503
54,0.8051178435,0.3431097071
55,0.794049045,0.3330607208
56,0.7967900356,0.3364616432
57,0.7728749894,0.3428042269
58,0.7693997412,0.3550666596
59,0.7715943237,0.3006973197
60,0.8072977398,0.3447859718
61,0.7339781324,0.3277775359
62,0.7726634002,0.3342982007
63,0.8098316624,0.3217392224
64,0.7721194228,0.3092195641
65,0.7862371746,0.3480223925
66,0.7927568266,0.3650692616
67,0.7528236972,0.3332618546
68,0.7808244239,0.3301877523
69,0.7699139504,0.3336877358
70,0.8020309927,0.3490595476
71,0.8142102988,0.3144410042
72,0.8303796745,0.3145295933
73,0.7989408004,0.3468718645
74,0.7475897643,0.3355567858
75,0.8707829882,0.3504144677
76,0.7581382854,0.3311189674
77,0.7968370163,0.357040083
78,0.8536847745,0.348315506
79,0.7625845927,0.3464214101
80,0.8420739744,0.3379501797
81,0.770164938,0.3282817802
82,0.7824445456,0.3167966796
83,0.7649292136,0.3131427251
84,0.8121923117,0.3180148886
85,0.7652936036,0.319797713
86,0.7771578025,0.338785953
87,0.7893357478,0.3411872763
88,0.7664807267,0.3564121343
89,0.7834204552,0.3017621841
90,0.8099775194,0.3275429425
91,0.7597284247,0.3207989873
92,0.8141801059,0.3416263163
93,0.7389455065,0.3460176654
94,0.8128653118,0.3537023548
95,0.8322176011,0.3424564691
96,0.7870338398,0.3141288141
97,0.7378092911,0.3103035896
98,0.7466817713,0.350844889
99,0.816730771,0.3308704306
100,0.7893269885,0.3462201231
101,0.7554164238,0.3559347805
102,0.769267864,0.3231918565
103,0.7881201777,0.3175509087
104,0.7576952099,0.3528372636
105,0.7571187383,0.3470900488
106,0.7599605602,0.3449588831
107,0.8119767054,0.3260494458
108,0.7833837954,0.3432057374
109,0.7351625449,0.3475672153
110,0.7930883289,0.3155349404
111,0.7952596144,0.3078678525
112,0.7821287239,0.3515314014
113,0.7590102084,0.3357908772
114,0.7414992994,0.3245320986
115,0.7648953335,0.3326615362
116,0.7719775815,0.3459120557
117,0.7517239752,0.3256760666
118,0.7686742061,0.3087551514
119,0.7732011573,0.330314986
120,0.8348223632,0.3608570952
121,0.7514431906,0.3121697126
122,0.8042662591,0.3440582756
123,0.8034416988,0.3381963585
124,0.7702958155,0.3348636057
125,0.7823221584,0.3459306142
126,0.7939115113,0.3480571937
127,0.7746176106,0.3420100145
128,0.7528575568,0.3298030851
129,0.7354917038,0.3325850881
130,0.7408899585,0.3456175449
131,0.7900572279,0.3398295909
132,0.8200174243,0.340617755
133,0.7835860347,0.3496909898
134,0.8192790074,0.336662242
135,0.807517037,0.2999553565
136,0.7759827834,0.3680139556
137,0.7556574451,0.3112129134
138,0.7766068008,0.3184459973
139,0.7925934333,0.3476430351
140,0.7646906596,0.3002850173
141,0.7903048323,0.35122732
142,0.7770113634,0.3560482906
143,0.7988376542,0.3311470212
144,0.8597988701,0.3175934643
145,0.8000559813,0.3258880212
146,0.7626192106,0.3252773049
147,0.8032949482,0.3355072127
148,0.7677312258,0.343507711
149,0.7694382921,0.3154708065
150,0.8245731017,0.3072373979
151,0.769715075,0.3341167229
152,0.7866203995,0.348535269
153,0.7994411649,0.3545072309
154,0.8276720482,0.3534109586
155,0.7997315958,0.3439850742
156,0.7643192836,0.3323676555
157,0.7441752339,0.3187318315
158,0.7800218442,0.3295666795
159,0.7792362852,0.3444796516
160,0.800287343,0.3175434954
161,0.80559287,0.3352201207
162,0.7737120545,0.3401730913
163,0.8020307436,0.3207448464
164,0.8079863003,0.3231236083
165,0.8051670725,0.3431043801
166,0.7997262909,0.3239832718
167,0.7460396107,0.3384028632
168,0.8032656502,0.3086001784
169,0.7732275018,0.3211539188
170,0.8073547523,0.3505731774
171,0.7587833049,0.3287708795
172,0.7747471947,0.2977351275
173,0.7528699433,0.307539764
174,0.780589992,0.3398820196
175,0.7832481481,0.356868289
176,0.7674248527,0.3313116206
177,0.8222487038,0.3292223949
178,0.8013585466,0.3463747263
179,0.7768128414,0.3146829613
180,0.7902867602,0.3496175041
181,0.7494184004,0.3420677332
182,0.7664274428,0.306940405
183,0.7765986418,0.3500873954
184,0.7616265473,0.3456441045
185,0.7675980073,0.3328929001
186,0.8051419728,0.3251026
187,0.7692303947,0.3384303868
188,0.795729364,0.3340680655
189,0.7914580124,0.3096393537
190,0.753672043,0.3439955242
