"Respondent","wtp1","price"
1,0.7999346963,0.1871665245
2,0.7822262121,0.1789226162
3,0.7725212749,0.1754139497
4,0.8459792631,0.1326421433
5,0.791698671,0.1965881513
6,0.8226854242,0.1196255258
7,0.7841111718,0.1721837655
8,0.798542648,0.1982330106
9,0.7709969963,0.1851610185
10,0.7649448232,0.197554912
11,0.7492062332,0.1799922964
12,0.7755869036,0.1453908121
13,0.7685371682,0.1508212936
14,0.8160836731,0.1791536673
15,0.75760382,0.1592250626
16,0.7703212834,0.1279357731
17,0.7933352152,0.1831333604
18,0.7683429503,0.1738737745
19,0.852718238,0.1145376225
20,0.7605245856,0.1896382597
21,0.7625362548,0.1857657649
22,0.7685491542,0.1813565867
23,0.793708622,0.1945875794
24,0.7791605601,0.1938565227
25,0.7566808076,0.1970610337
26,0.7963851375,0.1104776086
27,0.7935060365,0.1114620603
28,0.7855002213,0.1366647894
29,0.8091928695,0.1616519208
30,0.7914675303,0.1489904417
31,0.7331420866,0.179734242
32,0.7976099134,0.1973633326
33,0.7719102913,0.1770766874
34,0.7347971587,0.159548243
35,0.7965832952,0.1401370644
36,0.7584575573,0.1180779077
37,0.7865282667,0.1386744726
38,0.7422241449,0.1746080896
39,0.7480599708,0.1844061246
40,0.7950729083,0.1658846077
41,0.763451732,0.1407315657
42,0.7539539351,0.179692677
43,0.7807499706,0.1451020722
44,0.7996461908,0.1908599786
45,0.7498744583,0.1519648511
46,0.7609276296,0.1443169957
47,0.7677694865,0.1712090494
48,0.753233087,0.1869555426
49,0.7888887094,0.1649097856
50,0.7838936636,0.1968926705
51,0.7833639786,0.1961092799
52,0.7933261629,0.1761079194
53,0.7794197884,0.1616503823
54,0.8051178435,0.1884951506
55,0.794049045,0.1651420358
56,0.7967900356,0.1419842313
57,0.7728749894,0.1898290184
58,0.7693997412,0.2005900619
59,0.7715943237,0.1289553105
60,0.8072977398,0.1941430988
61,0.7339781324,0.1522096835
62,0.7726634002,0.1670136435
63,0.8098316624,0.1445917744
64,0.7721194228,0.1305335806
65,0.7862371746,0.1962898377
66,0.7927568266,0.2090541517
67,0.7528236972,0.1817414626
68,0.7808244239,0.1832008095
69,0.7699139504,0.179023036
70,0.8020309927,0.1909073606
71,0.8142102988,0.1388612252
