"Respondent","ASC1","BTime","BCost"
8738,1.305182416,-0.03690572174,-0.683110749
8740,1.290388236,-0.03863703435,-0.5682148306
8741,0.4264955804,-0.5189426565,-0.5057771602
8742,1.336618443,-0.2999518548,-0.6745612718
8744,0.1083676037,0.034986595,-0.4742830276
8745,1.006322101,-0.3038457799,-0.5954532778
8746,0.812411011,0.1718841874,-0.5900459742
8750,0.818155771,-0.3343461202,-0.6498562579
8751,1.194247068,-0.2776305458,-0.8443886209
8752,1.078287422,-0.4811433323,-0.573715529
8755,0.922430294,-0.0501948533,-0.7567603695
8759,0.7892630994,-0.08184590825,-0.7159562786
8762,1.056391572,0.1677792955,-0.6218104525
8763,1.210147075,-0.3320967392,-0.5392921058
8766,0.9658731746,-0.2737318426,-0.5397466898
8771,1.129891221,-0.289019455,-0.708043631
8774,0.8698444386,0.1891619326,-0.5779085585
8775,1.101709523,0.1965603588,-0.574914788
8778,1.39818377,-0.3655228979,-0.5159624451
8779,1.282450224,-0.1766646913,-0.3673340644
8780,0.4900238003,0.005339103067,-0.4677259086
8787,1.125003896,0.1558444648,-0.6188316722
8800,1.208259694,-0.2545342687,-0.7543280803
8804,1.272949554,-0.3505372513,-0.6686836429
8806,1.011467684,0.03607291835,-0.3719415013
8808,0.8635246421,0.1968117613,-0.5564652652
8814,0.6294254123,-0.4291932059,-0.5464639457
8815,1.293560303,-0.2773125609,-0.7918508971
8816,1.060354688,-0.4775994871,-0.5340182288
8826,0.7683299088,0.1757733019,-0.5971045473
8829,1.05589283,-0.2552861036,-0.7416758243
8830,0.9919869931,-0.4119530372,-0.5757577354
8831,0.9763140197,0.1926255328,-0.6082962419
8836,0.8616287012,-0.1512993487,-0.4354884653
8838,0.7678142739,0.1834970252,-0.5940340158
8841,1.0534039,-0.5333365043,-0.5903903017
8844,1.187777509,-0.2709685046,-0.6679001924
8852,0.70357258,-0.5610475542,-0.4967018647
8854,0.6119539511,-0.5344258489,-0.5420126849
8855,0.5134511491,-0.2959674582,-0.4090454528
8856,1.068698819,0.01558263855,-0.7023644322
8858,0.9650743799,0.1569729026,-0.6554395402
8864,0.6285131232,-0.0267931995,-0.6364992195
8866,1.044311486,-0.4823607185,-0.5328617459
8867,1.24401532,-0.126941448,-0.7907006124
8868,0.8979525021,-0.3807642956,-0.4783805834
8873,1.043441351,-0.4578664322,-0.5780800707
8877,1.562918873,-0.4666875309,-0.7207389892
8879,0.8780736343,-0.196862888,-0.8462647807
8890,1.238820557,-0.03917910135,-0.6326732582
8893,0.404975655,0.05731611218,-0.4487318771
8895,1.26982157,-0.1419326455,-0.7844687993
8896,1.258829697,-0.3130949892,-0.8459972931
8897,1.160388539,0.1743630269,-0.6058456211
8899,0.8393550016,0.181785099,-0.579702714
8902,1.207672423,-0.2936023194,-0.6610726263
8906,0.9783832297,-0.437505935,-0.5467929297
8907,1.298618188,-0.3901487523,-0.5485193441
8913,0.4594957468,-0.2491141013,-0.3867529166
8914,0.8734588529,0.00222723061,-0.6974936445
8917,0.731475891,0.107575493,-0.3985627433
8921,0.640708144,-0.02465285415,-0.6035104799
8922,1.064893792,-0.4781471608,-0.4884625628
8928,1.10451214,-0.1344852805,-0.5237189541
8929,0.6407570726,-0.2470871521,-0.4842753226
8931,1.263519239,-0.3743739571,-0.8224217476
8934,0.8646630671,-0.2718196071,-0.645415089
8936,1.092837997,0.1621393814,-0.6236835613
8937,1.07515991,-0.4896137639,-0.6076520866
8938,1.454619695,-0.3453585416,-0.7538358875
8943,0.7963306402,-0.4687161426,-0.5372303942
8945,0.5202629952,-0.5103647209,-0.5568117557
8954,1.144091538,0.02634271305,-0.5921675032
8956,0.7234784171,-0.5480894074,-0.6068034804
8957,1.194829319,-0.4344173455,-0.7254860419
8959,0.9002616053,0.1905452634,-0.5925957737
8966,1.110694276,-0.45536886,-0.5444986505
8968,1.66436183,-0.411938458,-0.7692142914
8972,0.4596173297,-0.05291177672,-0.5028361482
8973,1.051226853,-0.4768848598,-0.5212521832
8977,1.027488659,-0.4881026267,-0.7186962575
8979,0.5310095021,-0.5342825557,-0.4897309384
8981,1.186859439,-0.3588012004,-0.5507815793
8991,0.5413642159,-0.1677240443,-0.5450001754
8993,1.091959363,0.1742377389,-0.6055293697
8996,1.164445296,-0.2368152323,-0.6821735584
8997,1.216401749,0.1587912437,-0.6191851036
9001,1.412837785,-0.07177419093,-0.6743568237
9003,1.5178748,-0.2966134779,-0.8218131021
9009,0.6563588,0.04070449559,-0.6879035664
9012,0.8353926838,-0.3738630774,-0.493462764
9015,1.128053783,-0.3951205559,-0.7553336866
9017,1.072328421,-0.2193518918,-0.8217146237
9018,1.240567865,-0.3120096915,-0.5753564251
9019,1.105560562,-0.1826670175,-0.6931036235
9020,1.013685094,-0.1995920999,-0.7142622855
9021,1.212435382,-0.4383966119,-0.6130367322
9023,0.5517950978,-0.2502532271,-0.556470818
9024,1.218304154,-0.0002014653944,-0.5182265148
9026,0.927232307,-0.2202524059,-0.6776720621
9027,1.022258992,-0.3813902405,-0.5699843322
9028,0.7349019651,0.1757851259,-0.5927463668
9033,1.309920413,-0.3552956224,-0.9012597157
9034,0.7197073,-0.1997451563,-0.7387302959
9037,0.2379767531,-0.1965993058,-0.3840348305
9040,1.12973938,-0.1447663726,-0.5006682248
9041,0.8241702508,-0.006904589207,-0.6644410054
9054,1.179069925,-0.2097719121,-0.5579019735
9055,1.092626982,-0.206887911,-0.840119865
9056,1.459503658,-0.2128721202,-0.765426603
9057,0.7498307469,0.1957821978,-0.5606608035
9061,0.8376114412,0.2056066454,-0.5780450474
9066,0.7839515216,-0.2646972711,-0.6144202037
9069,0.6601257497,-0.1969853437,-0.5892866071
9072,1.281911575,0.1282157739,-0.6447119985
9083,1.339336049,-0.4205024948,-0.8802361113
9085,0.6907569452,-0.1745291548,-0.5855838964
9088,1.05531123,-0.05367499822,-0.7593383529
9090,0.7785048857,0.1928486622,-0.5404051402
9095,0.9885700068,-0.05395341555,-0.5935668948
9099,0.7955955473,0.1786865837,-0.5299791007
9105,1.151600883,0.1732309025,-0.5962635386
9106,0.752346009,0.0254279133,-0.4193871497
9107,0.8016007832,0.1258427191,-0.4816922957
9109,1.085546632,-0.3065225586,-0.6434653115
9110,0.8065212038,-0.2862354647,-0.6681273271
9111,0.7891739586,0.1570823698,-0.5793556983
9113,1.147141668,-0.4724971122,-0.5535897277
9114,1.417101738,-0.2508833068,-0.689893479
9118,1.021378178,0.02575500905,-0.6941546427
9119,0.8470301735,-0.02872396652,-0.3162010972
